cluster,age_ordinal,income_ordinal,is_drinker_binary,gender_ชาย,gender_หญิง,gender_ไม่ระบุ,job_ข้าราชการ,job_ธุรกิจส่วนตัว,job_นักศึกษา,job_นักเรียน,job_พนักงานบริษัทเอกชน,job_พนักงานมหาวิทยาลัย,job_ฟรีแลนซ์/อาชีพอิสระ,job_แพทย์,job_แม่ค้า,job_ไลฟ์สด,edu_ปริญญาตรี,edu_ปริญญาโท,edu_ปวส. / อนุปริญญาหรือเทียบเท่า,edu_มัธยมศึกษาตอนปลาย / ปวช.,likert_กลิ่นหอมกาแฟ,likert_ต้องการความดีด_ตื่นตัวจากคาเฟอีน,likert_แหล่งที่มาของเมล็ดกาแฟ_เช่น_เมล็ดนำเข้า,likert_ความสะดวก_พกพาง่าย_ไม่เลอะเทอะ,likert_ประหยัดกว่ากินกาแฟสดตามร้าน,likert_มีฉลากเห็นข้อมูลโภชนาการ_Nutrition_facts,likert_แบรนด์ดัง_น่าเชื่อถือ,likert_ภาพลักษณ์ดูดี_ดูพรีเมียม,likert_แพ็คเกจ_ขวดสวย,likert_รีวิวจากดารา,likert_รีวิวจากบล็อกเกอร์สายอาหารและเครื่องดื่ม_เช่น_กินหนม_ถนัดชิม,likert_รีวิวจากบล็อกเกอร์สายกาแฟ_เช่น_บาริสต้า_Cafe_hopper,likert_รีวิวจากบล็อกเกอร์สายไลฟ์สไตล์_บันเทิง_เช่น_เทพลีลา,likert_เพื่อน_ครอบครัว_และคนใกล้ตัว,target_trial
0,3.314814814814815,4.944444444444445,1.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.8518518518518519,0.0,0.09259259259259259,0.0,0.018518518518518517,0.0,0.7962962962962963,0.18518518518518517,0.0,0.018518518518518517,4.462962962962963,3.888888888888889,3.4444444444444446,4.333333333333333,3.814814814814815,3.6666666666666665,4.222222222222222,4.2407407407407405,4.203703703703703,2.1296296296296298,3.185185185185185,3.685185185185185,2.425925925925926,3.574074074074074,0.8333333333333334
1,2.9545454545454546,4.954545454545454,1.0,0.22727272727272727,0.7727272727272727,0.0,0.045454545454545456,0.0,0.0,0.0,0.8181818181818182,0.045454545454545456,0.09090909090909091,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0,2.772727272727273,2.590909090909091,1.5909090909090908,2.5,2.090909090909091,2.090909090909091,1.7272727272727273,1.9545454545454546,2.0454545454545454,1.1363636363636365,2.409090909090909,3.8181818181818183,3.0,4.636363636363637,0.5909090909090909
2,0.5833333333333334,0.16666666666666666,1.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.0,0.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.6666666666666666,4.333333333333333,3.8333333333333335,3.0,4.083333333333333,3.9166666666666665,3.4166666666666665,3.6666666666666665,3.9166666666666665,4.166666666666667,1.8333333333333333,3.1666666666666665,3.3333333333333335,2.4166666666666665,4.25,0.9166666666666666
3,2.8333333333333335,5.9,1.0,0.9,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.3333333333333333,0.0,0.0,0.5666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.7333333333333333,0.26666666666666666,0.0,0.0,4.133333333333334,3.966666666666667,3.3333333333333335,4.233333333333333,3.6666666666666665,3.8666666666666667,3.933333333333333,3.966666666666667,3.933333333333333,1.6333333333333333,2.6666666666666665,3.8666666666666667,2.2333333333333334,4.6,0.7666666666666667
